"","race","classtype","yearssmall","hsgrad","g4math","g4reading"
"5569",2,1,2,NA,NA,NA
"5570",2,2,0,NA,NA,NA
"5571",1,3,0,1,728,752
"5572",2,1,4,0,667,720
"5573",2,2,1,1,NA,NA
"5574",2,2,0,NA,NA,NA
"5575",2,3,0,NA,NA,NA
"5576",2,1,1,NA,NA,NA
"5577",2,3,0,NA,NA,NA
"5578",1,2,1,NA,NA,NA
"5579",2,1,4,NA,NA,NA
"5580",2,1,2,NA,NA,NA
"5581",1,1,4,NA,758,731
"5582",1,2,0,1,705,699
"5583",1,2,0,NA,NA,NA
"5584",2,1,4,1,NA,NA
"5585",1,3,0,NA,NA,NA
"5586",2,3,0,NA,NA,NA
"5587",1,2,0,NA,NA,NA
"5588",1,3,0,1,702,741
"5589",1,2,0,0,681,697
"5590",2,3,0,NA,NA,NA
"5591",1,2,0,1,717,669
"5592",1,1,3,NA,NA,NA
"5593",2,2,0,1,NA,NA
"5594",1,3,0,NA,NA,NA
"5595",1,1,3,NA,NA,NA
"5596",1,1,1,NA,NA,NA
"5597",1,1,1,NA,NA,NA
"5598",1,2,0,NA,NA,NA
"5599",2,3,0,1,NA,NA
"5600",2,2,0,NA,681,744
"5601",1,2,0,0,729,730
"5602",1,1,4,1,767,720
"5603",1,3,1,NA,767,836
"5604",1,1,4,1,682,764
"5605",1,2,0,NA,723,728
"5606",1,3,0,1,744,728
"5607",1,1,2,NA,NA,NA
"5608",1,3,0,NA,NA,NA
"5609",1,1,3,NA,NA,NA
"5610",2,3,0,NA,NA,NA
"5611",1,2,0,NA,NA,NA
"5612",1,3,0,NA,718,782
"5613",1,2,0,NA,NA,NA
"5614",1,2,0,NA,NA,NA
"5615",1,3,0,NA,NA,NA
"5616",1,1,4,1,723,836
"5617",2,1,1,1,NA,NA
"5618",1,2,0,NA,NA,NA
"5619",1,2,0,NA,676,749
"5620",1,1,4,NA,NA,NA
"5621",1,1,4,NA,718,687
"5622",1,2,0,NA,NA,NA
"5623",1,3,0,NA,741,693
"5624",1,3,0,NA,NA,NA
"5625",2,1,2,0,NA,NA
"5626",2,1,4,NA,NA,NA
"5627",1,1,4,NA,680,687
"5628",1,2,0,NA,NA,NA
"5629",1,3,0,NA,NA,NA
"5630",1,2,0,NA,726,763
"5631",1,3,0,NA,NA,NA
"5632",1,1,2,0,NA,NA
"5633",1,1,4,NA,NA,NA
"5634",1,3,0,1,702,719
"5635",1,2,0,NA,NA,NA
"5636",1,3,0,NA,NA,NA
"5637",2,1,3,NA,NA,NA
"5638",2,3,0,NA,NA,NA
"5639",1,3,0,1,691,727
"5640",1,1,2,NA,NA,NA
"5641",2,2,0,1,NA,NA
"5642",2,3,0,0,NA,NA
"5643",2,2,0,NA,NA,NA
"5644",2,2,0,NA,NA,NA
"5645",1,2,0,1,NA,NA
"5646",2,1,2,NA,NA,NA
"5647",1,1,1,NA,NA,NA
"5648",2,2,0,NA,NA,NA
"5649",2,3,0,NA,NA,NA
"5650",1,1,1,NA,NA,NA
"5651",2,3,0,0,NA,NA
"5652",1,3,0,NA,NA,NA
"5653",2,2,0,NA,NA,NA
"5654",1,1,4,NA,NA,NA
"5655",1,3,0,NA,NA,NA
"5656",6,3,0,NA,NA,NA
"5657",2,3,0,1,NA,NA
"5658",1,3,0,1,NA,NA
"5659",1,1,1,NA,NA,NA
"5660",1,1,4,NA,NA,NA
"5661",1,2,0,NA,NA,NA
"5662",1,2,0,NA,702,742
"5663",2,1,1,NA,NA,NA
"5664",2,1,1,NA,NA,NA
"5665",1,3,0,NA,725,616
"5666",2,2,0,NA,NA,NA
"5667",1,3,0,1,736,794
"5668",1,1,4,NA,663,735
"5669",2,3,0,NA,NA,NA
"5670",1,1,1,NA,NA,NA
"5671",3,3,0,NA,NA,NA
"5672",1,2,0,1,NA,NA
"5673",1,1,2,NA,NA,NA
"5674",1,2,0,NA,NA,NA
"5675",1,2,0,1,NA,NA
"5676",2,3,0,NA,NA,NA
"5677",1,1,1,NA,758,741
"5678",1,1,4,1,753,724
"5679",1,1,4,NA,726,708
"5680",2,3,0,1,NA,NA
"5681",1,3,0,1,675,652
"5682",1,1,1,NA,NA,NA
"5683",2,2,0,NA,NA,NA
"5684",1,2,0,NA,NA,NA
"5685",1,1,1,NA,NA,NA
"5686",2,3,1,1,674,690
"5687",1,1,1,NA,NA,NA
"5688",1,3,2,NA,NA,NA
"5689",1,1,2,NA,NA,NA
"5690",1,1,1,NA,NA,NA
"5691",1,3,0,0,714,741
"5692",1,1,1,NA,NA,NA
"5693",2,2,0,1,712,756
"5694",1,1,1,NA,NA,NA
"5695",5,2,0,1,NA,NA
"5696",2,2,0,NA,NA,NA
"5697",1,3,0,NA,711,709
"5698",1,2,0,NA,NA,NA
"5699",1,3,3,1,693,688
"5700",1,1,4,1,709,756
"5701",1,1,2,1,NA,NA
"5702",1,2,0,1,722,683
"5703",1,1,4,NA,713,734
"5704",1,1,2,NA,NA,NA
"5705",1,2,0,0,NA,NA
"5706",1,2,0,NA,NA,NA
"5707",2,1,4,1,732,674
"5708",1,3,0,NA,NA,NA
"5709",1,1,4,NA,NA,NA
"5710",1,2,0,1,716,736
"5711",2,2,0,NA,NA,NA
"5712",1,2,0,NA,NA,NA
"5713",1,1,1,NA,NA,NA
"5714",1,3,3,1,688,724
"5715",1,1,1,1,NA,NA
"5716",1,2,0,NA,719,702
"5717",1,3,0,NA,639,700
"5718",1,3,0,1,673,717
"5719",1,1,1,NA,NA,NA
"5720",1,3,0,1,NA,NA
"5721",1,2,0,NA,NA,NA
"5722",1,3,0,1,NA,NA
"5723",1,1,3,NA,NA,NA
"5724",1,3,0,1,NA,NA
"5725",1,3,0,1,NA,NA
"5726",1,2,0,1,NA,NA
"5727",1,2,0,NA,NA,NA
"5728",1,3,0,NA,683,836
"5729",2,1,2,NA,NA,NA
"5730",1,2,0,NA,NA,NA
"5731",1,1,4,NA,661,742
"5732",1,3,0,0,715,785
"5733",1,1,4,NA,744,836
"5734",1,2,0,NA,NA,NA
"5735",1,1,4,NA,NA,NA
"5736",1,1,2,NA,NA,NA
"5737",1,2,0,NA,716,769
"5738",1,1,1,NA,743,736
"5739",1,1,4,1,758,771
"5740",1,3,0,NA,NA,NA
"5741",1,2,0,NA,NA,NA
"5742",1,3,0,0,705,750
"5743",1,2,0,1,NA,NA
"5744",1,2,0,0,NA,NA
"5745",1,2,3,1,679,647
"5746",1,2,0,1,703,721
"5747",1,1,2,NA,NA,NA
"5748",1,3,0,NA,821,725
"5749",1,1,4,NA,NA,NA
"5750",1,2,0,NA,NA,NA
"5751",1,2,0,0,NA,NA
"5752",1,2,0,NA,NA,NA
"5753",2,1,1,NA,NA,NA
"5754",1,3,0,NA,NA,NA
"5755",1,3,2,NA,665,703
"5756",1,2,0,NA,664,528
"5757",1,3,0,NA,695,641
"5758",1,1,4,NA,715,765
"5759",1,1,4,NA,700,760
"5760",2,3,0,NA,547,661
"5761",1,2,0,NA,721,711
"5762",1,3,0,NA,758,836
"5763",1,3,0,1,NA,NA
"5764",1,3,0,1,624,528
"5765",1,3,0,NA,NA,NA
"5766",2,1,4,NA,NA,NA
"5767",1,2,0,NA,NA,NA
"5768",1,2,0,NA,NA,NA
"5769",1,1,4,1,715,778
"5770",1,1,1,NA,NA,NA
"5771",1,1,1,1,629,695
"5772",1,3,0,NA,NA,NA
"5773",1,1,4,NA,601,661
"5774",1,3,0,1,682,836
"5775",1,3,0,NA,NA,NA
"5776",1,3,0,NA,NA,NA
"5777",2,1,4,NA,710,723
"5778",1,3,0,NA,NA,NA
"5779",1,2,0,NA,NA,NA
"5780",1,3,0,NA,NA,NA
"5781",1,2,0,NA,739,741
"5782",1,1,4,NA,684,709
"5783",1,3,0,NA,696,721
"5784",1,3,0,NA,NA,NA
"5785",1,3,0,1,720,744
"5786",1,2,0,NA,710,692
"5787",1,3,0,1,687,736
"5788",2,2,3,NA,708,707
"5789",2,1,2,NA,NA,NA
"5790",1,1,4,1,704,740
"5791",1,1,4,NA,750,784
"5792",1,3,0,NA,692,705
"5793",1,2,0,NA,NA,NA
"5794",1,3,0,0,710,755
"5795",1,2,0,1,703,713
"5796",2,2,0,NA,725,683
"5797",1,1,3,NA,NA,NA
"5798",1,3,0,NA,NA,NA
"5799",1,1,1,NA,NA,NA
"5800",1,1,4,NA,666,688
"5801",1,3,0,1,537,690
"5802",1,3,0,NA,NA,NA
"5803",1,1,1,NA,NA,NA
"5804",1,2,0,1,701,761
"5805",1,2,0,0,721,836
"5806",1,3,0,NA,716,750
"5807",1,1,1,NA,NA,NA
"5808",1,2,0,1,NA,NA
"5809",1,2,0,1,718,742
"5810",1,1,4,NA,758,750
"5811",1,1,4,NA,660,728
"5812",1,3,0,NA,NA,NA
"5813",1,3,0,NA,728,739
"5814",1,1,4,NA,702,714
"5815",1,1,3,1,NA,NA
"5816",2,2,0,NA,NA,NA
"5817",1,2,0,NA,NA,NA
"5818",1,2,0,NA,NA,NA
"5819",1,1,1,NA,NA,NA
"5820",1,3,0,1,NA,NA
"5821",1,2,0,NA,NA,NA
"5822",1,2,0,NA,NA,NA
"5823",1,2,0,1,681,697
"5824",1,3,0,NA,NA,NA
"5825",1,3,0,NA,NA,NA
"5826",1,2,0,NA,NA,NA
"5827",1,1,4,NA,715,728
"5828",1,2,0,NA,698,836
"5829",1,1,2,0,677,556
"5830",2,3,0,NA,NA,NA
"5831",1,2,0,1,NA,NA
"5832",1,2,0,1,710,731
"5833",1,1,1,NA,NA,NA
"5834",1,2,0,NA,731,725
"5835",1,3,0,1,741,699
"5836",1,2,0,0,NA,NA
"5837",1,3,0,NA,NA,NA
"5838",1,3,0,NA,NA,NA
"5839",1,2,0,1,NA,NA
"5840",2,3,0,NA,NA,NA
"5841",1,2,0,NA,NA,NA
"5842",1,2,0,1,775,686
"5843",1,2,0,0,692,725
"5844",1,2,0,NA,704,731
"5845",1,3,0,NA,NA,NA
"5846",1,1,1,NA,723,722
"5847",1,3,0,1,737,778
"5848",1,3,0,NA,727,714
"5849",1,1,1,NA,NA,NA
"5850",1,3,0,NA,758,662
"5851",1,2,0,1,733,836
"5852",1,1,1,1,710,713
"5853",1,2,0,NA,NA,NA
"5854",2,2,0,NA,674,571
"5855",1,2,0,NA,741,763
"5856",1,1,1,NA,697,682
"5857",1,2,0,NA,NA,NA
"5858",1,3,0,1,713,NA
"5859",1,2,0,NA,NA,NA
"5860",1,2,0,1,650,666
"5861",1,2,0,1,758,750
"5862",1,3,0,1,708,745
"5863",1,3,0,NA,NA,NA
"5864",2,3,0,NA,NA,NA
"5865",1,3,0,NA,NA,NA
"5866",1,1,1,NA,NA,NA
"5867",1,1,1,NA,NA,NA
"5868",1,3,0,NA,714,721
"5869",1,2,0,NA,NA,NA
"5870",1,3,0,NA,NA,NA
"5871",1,3,0,NA,NA,NA
"5872",1,3,0,NA,NA,NA
"5873",2,2,2,NA,632,561
"5874",1,3,0,NA,NA,NA
"5875",1,2,0,NA,697,717
"5876",1,2,0,0,NA,NA
"5877",1,3,0,NA,NA,NA
"5878",1,2,0,NA,NA,NA
"5879",1,1,4,0,676,724
"5880",1,2,0,NA,NA,NA
"5881",1,3,0,1,701,723
"5882",2,2,0,NA,NA,NA
"5883",1,2,0,NA,NA,NA
"5884",2,2,0,NA,NA,NA
"5885",1,3,0,1,685,755
"5886",1,2,0,1,687,715
"5887",1,1,4,1,NA,NA
"5888",1,1,2,NA,NA,NA
"5889",1,2,0,NA,NA,NA
"5890",1,1,1,NA,NA,NA
"5891",1,1,1,NA,709,750
"5892",1,2,0,1,684,761
"5893",1,2,0,1,NA,NA
"5894",1,1,4,1,NA,NA
"5895",1,3,0,1,732,736
"5896",1,1,1,1,709,718
"5897",1,2,0,1,NA,NA
"5898",1,1,1,NA,NA,NA
"5899",1,1,3,0,525,693
"5900",1,1,4,NA,NA,NA
"5901",1,2,0,1,NA,NA
"5902",2,1,2,0,NA,NA
"5903",2,1,1,NA,NA,NA
"5904",2,2,0,NA,NA,NA
"5905",1,2,0,0,717,712
"5906",1,3,0,NA,NA,NA
"5907",1,1,4,1,740,741
"5908",1,1,4,NA,NA,NA
"5909",1,1,1,NA,NA,NA
"5910",1,2,0,NA,NA,NA
"5911",1,2,0,NA,NA,NA
"5912",2,2,0,NA,NA,NA
"5913",1,1,1,NA,NA,NA
"5914",2,1,3,1,NA,NA
"5915",1,3,2,NA,NA,NA
"5916",1,3,0,NA,NA,NA
"5917",1,3,0,0,NA,NA
"5918",1,3,0,1,NA,NA
"5919",1,3,0,NA,692,653
"5920",1,3,0,NA,NA,NA
"5921",1,2,0,0,NA,NA
"5922",1,1,2,NA,NA,NA
"5923",1,2,0,NA,NA,NA
"5924",2,2,3,1,681,698
"5925",2,2,0,NA,NA,NA
"5926",1,3,0,NA,NA,NA
"5927",1,2,0,0,641,686
"5928",1,2,0,NA,NA,NA
"5929",1,1,1,NA,NA,NA
"5930",1,2,0,1,NA,NA
"5931",2,1,3,NA,NA,NA
"5932",2,2,0,NA,NA,NA
"5933",2,2,0,NA,NA,NA
"5934",1,1,2,NA,NA,NA
"5935",1,2,2,NA,673,NA
"5936",1,3,0,1,694,729
"5937",2,1,4,0,719,681
"5938",1,1,2,NA,NA,NA
"5939",6,1,4,NA,758,836
"5940",1,2,0,0,634,630
"5941",1,2,0,NA,NA,NA
"5942",1,3,0,NA,NA,NA
"5943",1,1,1,NA,NA,NA
"5944",1,1,4,1,646,741
"5945",1,3,0,1,690,745
"5946",2,2,3,0,669,669
"5947",1,2,0,1,758,734
"5948",1,2,0,1,NA,NA
"5949",1,3,0,1,719,729
"5950",1,1,4,0,NA,NA
"5951",1,1,4,NA,NA,NA
"5952",1,1,4,1,NA,NA
"5953",1,1,3,1,NA,NA
"5954",1,1,4,1,NA,NA
"5955",1,1,1,NA,NA,NA
"5956",1,3,0,0,NA,NA
"5957",1,3,0,1,NA,NA
"5958",1,3,0,1,NA,NA
"5959",1,3,0,1,NA,NA
"5960",1,2,3,1,NA,NA
"5961",1,2,0,1,NA,NA
"5962",1,2,0,NA,NA,NA
"5963",1,2,0,1,NA,NA
"5964",1,2,0,1,NA,NA
"5965",1,2,0,NA,NA,NA
"5966",1,2,0,1,NA,NA
"5967",1,1,3,NA,NA,NA
"5968",1,1,1,1,NA,NA
"5969",1,3,0,NA,NA,NA
"5970",1,2,0,1,676,682
"5971",1,3,0,NA,NA,NA
"5972",1,3,0,1,NA,NA
"5973",1,2,0,NA,NA,NA
"5974",1,1,3,1,NA,NA
"5975",1,2,3,NA,715,758
"5976",1,2,0,NA,714,649
"5977",2,2,0,1,695,742
"5978",1,1,4,1,NA,NA
"5979",2,2,0,NA,NA,NA
"5980",1,3,0,NA,NA,NA
"5981",2,3,0,NA,NA,NA
"5982",2,3,0,NA,NA,NA
"5983",2,2,0,NA,NA,NA
"5984",2,2,0,NA,NA,NA
"5985",1,1,1,NA,NA,NA
"5986",2,1,3,0,NA,NA
"5987",1,1,1,1,765,758
"5988",1,1,1,NA,NA,NA
"5989",2,2,0,NA,NA,NA
"5990",1,2,2,1,700,716
"5991",1,2,0,NA,643,666
"5992",1,3,0,NA,NA,NA
"5993",1,3,0,NA,NA,NA
"5994",1,1,1,NA,NA,NA
"5995",1,1,1,NA,NA,NA
"5996",1,3,1,NA,NA,NA
"5997",1,1,3,1,NA,NA
"5998",1,1,1,NA,NA,NA
"5999",1,1,4,NA,724,712
"6000",2,1,1,NA,NA,NA
"6001",2,3,0,1,NA,NA
"6002",1,2,0,NA,NA,NA
"6003",2,3,0,NA,NA,NA
"6004",2,3,0,NA,NA,NA
"6005",1,3,1,NA,NA,NA
"6006",1,3,0,0,758,667
"6007",1,1,4,1,647,731
"6008",1,3,0,NA,NA,NA
"6009",4,1,4,NA,744,760
"6010",1,2,0,1,NA,NA
"6011",3,1,3,NA,NA,NA
"6012",2,1,4,NA,696,763
"6013",1,2,0,NA,NA,NA
"6014",1,2,0,NA,710,756
"6015",1,2,0,NA,NA,NA
"6016",1,3,0,NA,NA,NA
"6017",1,1,1,1,NA,NA
"6018",1,3,0,NA,NA,NA
"6019",1,1,4,1,693,736
"6020",1,3,0,1,712,717
"6021",1,1,4,1,727,755
"6022",1,2,0,1,695,702
"6023",1,3,0,NA,NA,NA
"6024",1,1,1,NA,NA,NA
"6025",1,3,0,1,689,670
"6026",1,3,0,NA,NA,NA
"6027",1,1,4,1,714,734
"6028",1,2,0,1,NA,NA
"6029",1,1,4,NA,568,657
"6030",1,1,4,1,765,771
"6031",6,1,3,NA,NA,NA
"6032",1,2,0,NA,NA,NA
"6033",1,2,0,NA,NA,NA
"6034",1,2,0,1,724,NA
"6035",1,2,0,NA,NA,NA
"6036",1,3,0,NA,NA,NA
"6037",1,1,4,1,726,639
"6038",4,3,0,NA,NA,NA
"6039",1,2,0,NA,639,680
"6040",1,1,3,NA,NA,NA
"6041",2,3,0,NA,NA,NA
"6042",1,3,0,NA,NA,NA
"6043",1,2,0,1,739,715
"6044",1,1,1,NA,NA,NA
"6045",1,2,0,1,704,702
"6046",1,1,1,1,NA,NA
"6047",1,2,0,NA,NA,NA
"6048",1,3,0,NA,705,718
"6049",3,1,4,1,698,703
"6050",1,2,0,NA,NA,NA
"6051",1,2,3,1,688,660
"6052",1,2,0,NA,NA,NA
"6053",1,3,0,1,NA,NA
"6054",1,1,4,NA,NA,NA
"6055",1,1,2,1,NA,NA
"6056",1,1,4,NA,649,NA
"6057",1,1,2,NA,NA,NA
"6058",1,1,4,1,NA,NA
"6059",1,1,4,1,NA,NA
"6060",1,1,2,0,NA,NA
"6061",1,1,1,NA,NA,NA
"6062",1,1,4,0,NA,NA
"6063",1,1,3,NA,NA,NA
"6064",1,3,0,1,NA,NA
"6065",1,3,0,1,NA,NA
"6066",1,3,0,NA,NA,NA
"6067",1,3,3,1,NA,NA
"6068",1,3,0,NA,NA,NA
"6069",1,3,0,NA,NA,NA
"6070",1,3,0,NA,NA,NA
"6071",1,3,0,NA,NA,NA
"6072",1,3,0,1,694,691
"6073",1,3,0,1,NA,NA
"6074",1,3,0,1,NA,NA
"6075",1,3,0,1,NA,NA
"6076",1,3,0,1,NA,NA
"6077",1,3,0,1,NA,NA
"6078",1,3,0,0,NA,NA
"6079",1,3,0,NA,NA,NA
"6080",1,3,0,NA,NA,NA
"6081",1,3,0,NA,NA,NA
"6082",1,2,0,NA,NA,NA
"6083",1,2,0,NA,NA,NA
"6084",1,2,0,NA,NA,NA
"6085",1,2,0,NA,NA,NA
"6086",1,2,0,1,NA,NA
"6087",1,2,0,1,NA,NA
"6088",1,2,0,NA,NA,NA
"6089",1,2,0,NA,NA,NA
"6090",1,2,0,1,NA,NA
"6091",1,2,0,NA,NA,NA
"6092",1,1,1,NA,NA,NA
"6093",1,1,1,NA,NA,NA
"6094",1,1,2,NA,NA,NA
"6095",1,2,0,1,693,740
"6096",1,3,0,1,NA,NA
"6097",1,1,1,NA,NA,NA
"6098",4,1,1,NA,NA,NA
"6099",6,1,1,NA,NA,NA
"6100",2,1,2,0,NA,NA
"6101",2,1,1,0,NA,NA
"6102",2,1,4,1,692,711
"6103",3,2,0,0,694,744
"6104",1,2,0,NA,NA,NA
"6105",2,2,0,NA,NA,NA
"6106",1,2,0,NA,NA,NA
"6107",1,2,0,1,NA,NA
"6108",1,2,0,1,758,699
"6109",1,2,0,1,695,715
"6110",1,2,0,1,731,711
"6111",1,2,0,1,665,729
"6112",1,1,1,NA,NA,NA
"6113",2,1,4,NA,696,703
"6114",1,1,4,1,740,580
"6115",1,3,0,1,758,742
"6116",1,3,0,NA,NA,NA
"6117",1,3,0,1,721,731
"6118",1,3,0,1,726,713
"6119",1,3,0,1,758,778
"6120",1,3,0,0,NA,NA
"6121",1,1,3,NA,694,718
"6122",2,3,0,NA,NA,NA
"6123",1,1,1,NA,NA,NA
"6124",1,2,0,NA,NA,NA
"6125",1,2,0,NA,NA,NA
"6126",1,2,0,1,711,701
"6127",2,2,1,NA,NA,NA
"6128",2,2,0,1,NA,NA
"6129",2,2,0,1,NA,NA
"6130",2,2,0,NA,NA,NA
"6131",2,2,0,NA,NA,NA
"6132",2,2,0,NA,NA,NA
"6133",2,2,0,NA,NA,NA
"6134",2,2,0,NA,NA,NA
"6135",2,2,0,NA,NA,NA
"6136",2,2,2,1,NA,NA
"6137",1,3,0,1,NA,NA
"6138",2,2,0,NA,NA,NA
"6139",1,3,0,NA,NA,NA
"6140",2,3,0,NA,NA,NA
"6141",2,3,0,NA,NA,NA
"6142",2,3,0,NA,NA,NA
"6143",1,3,0,1,NA,NA
"6144",2,2,3,NA,691,643
"6145",2,2,0,NA,620,528
"6146",2,2,0,0,NA,NA
"6147",2,2,0,NA,NA,NA
"6148",2,1,1,1,NA,NA
"6149",2,2,0,NA,NA,NA
"6150",1,2,0,NA,NA,NA
"6151",2,2,0,1,NA,NA
"6152",1,1,1,NA,NA,NA
"6153",2,1,3,1,NA,NA
"6154",1,2,0,1,696,778
"6155",1,2,0,1,702,726
"6156",1,1,1,NA,NA,NA
"6157",2,2,0,NA,NA,NA
"6158",2,1,3,NA,683,676
"6159",1,3,3,NA,699,702
"6160",1,1,1,NA,NA,NA
"6161",1,3,0,NA,NA,NA
"6162",1,3,0,NA,NA,NA
"6163",1,3,0,NA,NA,NA
"6164",1,3,0,1,NA,NA
"6165",1,2,0,NA,NA,NA
"6166",1,2,1,NA,NA,NA
"6167",1,3,0,NA,712,796
"6168",1,3,0,NA,NA,NA
"6169",1,3,0,NA,NA,NA
"6170",1,2,0,NA,NA,NA
"6171",1,2,0,NA,NA,NA
"6172",1,3,0,NA,NA,NA
"6173",1,3,0,NA,NA,NA
"6174",1,1,3,NA,NA,NA
"6175",1,2,0,1,725,729
"6176",1,2,2,1,724,761
"6177",1,1,1,NA,NA,NA
"6178",1,1,2,NA,NA,NA
"6179",1,3,1,NA,NA,NA
"6180",2,2,0,0,NA,NA
"6181",2,1,1,NA,NA,NA
"6182",2,3,0,NA,NA,NA
"6183",2,3,0,NA,NA,NA
"6184",2,1,2,NA,NA,NA
"6185",2,3,0,NA,NA,NA
"6186",2,1,1,0,NA,NA
"6187",2,3,0,NA,NA,NA
"6188",2,2,0,NA,NA,NA
"6189",1,3,0,NA,NA,NA
"6190",2,2,0,NA,NA,NA
"6191",1,3,0,1,702,720
"6192",1,1,1,NA,NA,NA
"6193",1,3,0,NA,NA,NA
"6194",1,3,0,1,747,675
"6195",1,3,0,1,660,713
"6196",1,3,0,NA,NA,NA
"6197",1,1,3,NA,NA,NA
"6198",1,3,0,1,NA,NA
"6199",1,2,0,1,NA,NA
"6200",1,3,0,NA,NA,NA
"6201",4,1,4,NA,735,715
"6202",1,1,4,NA,719,706
"6203",1,3,0,NA,707,748
"6204",1,3,0,NA,NA,NA
"6205",1,3,0,NA,NA,NA
"6206",1,3,0,1,NA,NA
"6207",1,3,0,NA,NA,NA
"6208",1,2,0,0,NA,NA
"6209",1,2,0,1,NA,NA
"6210",1,2,0,NA,694,778
"6211",1,1,1,NA,NA,NA
"6212",1,3,0,NA,NA,NA
"6213",1,1,3,NA,NA,NA
"6214",1,1,4,NA,700,771
"6215",1,2,0,NA,NA,NA
"6216",6,3,0,NA,NA,NA
"6217",2,3,0,NA,NA,NA
"6218",1,2,1,NA,NA,NA
"6219",2,3,0,NA,NA,NA
"6220",1,2,0,NA,NA,NA
"6221",1,3,0,1,700,836
"6222",1,1,1,NA,NA,NA
"6223",1,3,0,NA,NA,NA
"6224",1,1,1,NA,NA,NA
"6225",1,1,3,1,NA,NA
"6226",1,3,0,NA,821,768
"6227",1,2,1,0,NA,NA
"6228",1,1,2,NA,NA,NA
"6229",1,3,0,NA,NA,NA
"6230",1,3,0,NA,NA,NA
"6231",1,3,0,NA,758,763
"6232",1,3,0,1,704,718
"6233",1,1,4,1,NA,710
"6234",1,1,2,NA,NA,NA
"6235",1,3,0,1,714,750
"6236",1,3,0,NA,NA,NA
"6237",1,3,0,1,659,NA
"6238",1,3,0,1,NA,NA
"6239",1,3,0,1,NA,NA
"6240",1,3,0,1,NA,NA
"6241",1,3,0,1,719,741
"6242",1,3,0,1,640,732
"6243",3,2,0,NA,NA,NA
"6244",1,1,4,1,758,720
"6245",1,3,0,NA,NA,NA
"6246",1,3,0,1,653,665
"6247",1,2,0,NA,NA,NA
"6248",1,3,0,NA,NA,NA
"6249",1,3,0,1,573,528
"6250",1,2,0,NA,NA,NA
"6251",1,2,0,NA,NA,NA
"6252",1,1,4,1,710,732
"6253",1,1,4,1,639,750
"6254",1,1,1,NA,NA,NA
"6255",1,2,1,1,717,711
"6256",1,2,0,NA,NA,721
"6257",2,3,0,1,NA,NA
"6258",1,1,2,NA,NA,NA
"6259",1,1,1,1,NA,NA
"6260",1,2,0,NA,767,745
"6261",1,2,0,NA,NA,NA
"6262",1,1,2,1,714,725
"6263",1,3,0,NA,NA,NA
"6264",1,3,0,1,NA,NA
"6265",1,3,0,NA,NA,NA
"6266",1,1,2,NA,NA,NA
"6267",1,1,1,0,NA,NA
"6268",1,3,0,NA,NA,NA
"6269",2,2,0,NA,NA,NA
"6270",1,1,4,1,699,694
"6271",2,3,0,NA,NA,NA
"6272",1,2,2,NA,NA,NA
"6273",2,2,0,NA,NA,NA
"6274",1,1,1,NA,NA,NA
"6275",1,3,0,1,676,731
"6276",1,3,0,NA,NA,NA
"6277",1,2,0,1,NA,NA
"6278",1,1,4,1,704,685
"6279",1,2,1,NA,738,724
"6280",1,2,0,NA,NA,NA
"6281",1,3,0,0,NA,NA
"6282",1,2,0,NA,NA,NA
"6283",1,3,0,NA,710,732
"6284",1,3,0,1,NA,NA
"6285",1,3,0,1,NA,NA
"6286",1,2,0,NA,NA,NA
"6287",2,3,0,NA,739,750
"6288",1,3,0,NA,696,727
"6289",1,3,0,1,NA,NA
"6290",1,2,0,NA,NA,NA
"6291",1,2,2,0,719,750
"6292",1,1,1,NA,NA,NA
"6293",1,3,0,NA,NA,NA
"6294",3,2,0,NA,NA,NA
"6295",1,2,0,NA,NA,NA
"6296",1,3,0,NA,NA,NA
"6297",2,3,0,NA,NA,NA
"6298",1,3,0,1,NA,NA
"6299",1,1,2,1,NA,NA
"6300",1,3,0,NA,NA,NA
"6301",1,3,0,NA,NA,NA
"6302",1,1,4,NA,NA,NA
"6303",1,3,0,1,727,667
"6304",1,3,0,NA,NA,NA
"6305",1,1,1,1,647,669
"6306",1,1,1,NA,NA,NA
"6307",2,1,1,NA,NA,NA
"6308",2,1,1,NA,NA,NA
"6309",2,3,0,NA,NA,NA
"6310",1,3,0,0,NA,NA
"6311",2,2,0,NA,NA,NA
"6312",1,2,0,NA,NA,NA
"6313",NA,1,1,NA,NA,NA
"6314",2,2,0,NA,NA,NA
"6315",2,3,1,NA,NA,NA
"6316",1,2,0,1,NA,NA
"6317",NA,2,0,NA,NA,NA
"6318",2,2,0,NA,NA,NA
"6319",2,1,1,NA,NA,NA
"6320",NA,2,0,NA,NA,NA
"6321",2,2,0,NA,NA,NA
"6322",1,2,0,NA,NA,NA
"6323",2,2,0,0,NA,NA
"6324",1,1,1,NA,NA,NA
"6325",1,1,1,NA,NA,NA
